countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
Botswana,BWA,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Botswana,BWA,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.040105,0.04
Central African Republic,CAF,2017,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0,0
Central African Republic,CAF,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.086515,0.09
Central African Republic,CAF,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,1.364554,1.36
Central African Republic,CAF,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,1.675538,1.68
Central African Republic,CAF,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.68166,0.68
Central African Republic,CAF,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0,0
Chile,CHL,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,39.195214,39.2
Chile,CHL,2018,Latin America & Caribbean,,CCM_USD,usd_millions,0,0
Chile,CHL,2019,Latin America & Caribbean,,CCM_USD,usd_millions,0,0
Chile,CHL,2020,Latin America & Caribbean,,CCM_USD,usd_millions,0,0
Chile,CHL,2021,Latin America & Caribbean,,CCM_USD,usd_millions,0,0
Chile,CHL,2022,Latin America & Caribbean,,CCM_USD,usd_millions,0,0
China (People's Republic of),CHN,2017,East Asia & Pacific,"",CCM_USD,usd_millions,139.654472,139.65
China (People's Republic of),CHN,2018,East Asia & Pacific,"",CCM_USD,usd_millions,67.773014,67.77
China (People's Republic of),CHN,2019,East Asia & Pacific,"",CCM_USD,usd_millions,88.441355,88.44
China (People's Republic of),CHN,2020,East Asia & Pacific,"",CCM_USD,usd_millions,82.836997,82.84
China (People's Republic of),CHN,2021,East Asia & Pacific,"",CCM_USD,usd_millions,62.887148,62.89
China (People's Republic of),CHN,2022,East Asia & Pacific,"",CCM_USD,usd_millions,150.024533,150.02
Côte d'Ivoire,CIV,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.024893,0.02
Côte d'Ivoire,CIV,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,1.861196,1.86
Côte d'Ivoire,CIV,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,150.785715,150.79
Côte d'Ivoire,CIV,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,122.318886,122.32
Côte d'Ivoire,CIV,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,85.484126,85.48
Côte d'Ivoire,CIV,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,78.133277,78.13
Cameroon,CMR,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,3.774821,3.77
Cameroon,CMR,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,6.277558,6.28
Cameroon,CMR,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,7.758711,7.76
Cameroon,CMR,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,12.158592,12.16
Cameroon,CMR,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,20.33819,20.34
Cameroon,CMR,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,36.849545,36.85
Democratic Republic of the Congo,COD,2017,Sub-Saharan Africa,yes,CCM_USD,usd_millions,16.296864,16.3
Democratic Republic of the Congo,COD,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,43.253367,43.25
Democratic Republic of the Congo,COD,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,26.496492,26.5
Democratic Republic of the Congo,COD,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,8.21165,8.21
Democratic Republic of the Congo,COD,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,14.095162,14.1
Democratic Republic of the Congo,COD,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,25.064299,25.06
Congo,COG,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.144143,0.14
Congo,COG,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.235028,0.24
Congo,COG,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.631377,0.63
Congo,COG,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.007308,0.01
Congo,COG,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,0.474235,0.47
Congo,COG,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,3.055141,3.06
Cook Islands,COK,2017,East Asia & Pacific,"",CCM_USD,usd_millions,2.591428,2.59
Cook Islands,COK,2018,East Asia & Pacific,"",CCM_USD,usd_millions,0.463598,0.46
Cook Islands,COK,2019,East Asia & Pacific,"",CCM_USD,usd_millions,0,0
Cook Islands,COK,2020,East Asia & Pacific,,CCM_USD,usd_millions,0,0
Cook Islands,COK,2021,East Asia & Pacific,,CCM_USD,usd_millions,0,0
Cook Islands,COK,2022,East Asia & Pacific,,CCM_USD,usd_millions,0,0
Colombia,COL,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,53.993499,53.99
Colombia,COL,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,46.528336,46.53
Colombia,COL,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,62.277905,62.28
Colombia,COL,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,143.305305,143.31
Colombia,COL,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,109.966627,109.97
Colombia,COL,2022,Latin America & Caribbean,yes,CCM_USD,usd_millions,569.643163,569.64
Comoros,COM,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Comoros,COM,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Comoros,COM,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Comoros,COM,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Comoros,COM,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Comoros,COM,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.007966,0.01
Cabo Verde,CPV,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,6.398437,6.4
Cabo Verde,CPV,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,11.239394,11.24
Cabo Verde,CPV,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,7.247639,7.25
Cabo Verde,CPV,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,3.848972,3.85
Cabo Verde,CPV,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,3.832878,3.83
Cabo Verde,CPV,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,2.651971,2.65
Costa Rica,CRI,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,31.55794,31.56
Costa Rica,CRI,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,30.362697,30.36
Costa Rica,CRI,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,9.796604,9.8
Costa Rica,CRI,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,5.088,5.09
Costa Rica,CRI,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,2.3767,2.38
Costa Rica,CRI,2022,Latin America & Caribbean,yes,CCM_USD,usd_millions,110.562822,110.56
Cuba,CUB,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,1.585502,1.59
Cuba,CUB,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,6.905536,6.91
Cuba,CUB,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,9.611741,9.61
Cuba,CUB,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,5.820396,5.82
Cuba,CUB,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,8.150925,8.15
Cuba,CUB,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,5.907517,5.91
Djibouti,DJI,2017,Middle East & North Africa,yes,CCM_USD,usd_millions,0,0
Djibouti,DJI,2018,Middle East & North Africa,"",CCM_USD,usd_millions,0,0
Djibouti,DJI,2019,Middle East & North Africa,"",CCM_USD,usd_millions,0.215079,0.22
Djibouti,DJI,2020,Middle East & North Africa,"",CCM_USD,usd_millions,0.212777,0.21
Djibouti,DJI,2021,Middle East & North Africa,"",CCM_USD,usd_millions,0.463954,0.46
Djibouti,DJI,2022,Middle East & North Africa,"",CCM_USD,usd_millions,4.126001,4.13
Dominica,DMA,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,0.813896,0.81
Dominica,DMA,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,0.18567,0.19
Dominica,DMA,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,0.149074,0.15
Dominica,DMA,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,0,0
Dominica,DMA,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,0,0
Dominica,DMA,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,0,0
Dominican Republic,DOM,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,1.51896,1.52
Dominican Republic,DOM,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,4.895924,4.9
Dominican Republic,DOM,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,33.067113,33.07
Dominican Republic,DOM,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,64.32755,64.33
Dominican Republic,DOM,2021,Latin America & Caribbean,yes,CCM_USD,usd_millions,49.987303,49.99
Dominican Republic,DOM,2022,Latin America & Caribbean,yes,CCM_USD,usd_millions,7.89918,7.9
Algeria,DZA,2017,Middle East & North Africa,"",CCM_USD,usd_millions,0.279408,0.28
Algeria,DZA,2018,Middle East & North Africa,"",CCM_USD,usd_millions,0.619943,0.62
Algeria,DZA,2019,Middle East & North Africa,"",CCM_USD,usd_millions,2.089868,2.09
Algeria,DZA,2020,Middle East & North Africa,"",CCM_USD,usd_millions,3.225351,3.23
Algeria,DZA,2021,Middle East & North Africa,"",CCM_USD,usd_millions,3.441422,3.44
Algeria,DZA,2022,Middle East & North Africa,"",CCM_USD,usd_millions,2.103263,2.1
Ecuador,ECU,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,9.0776,9.08
Ecuador,ECU,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,30.045148,30.05
Ecuador,ECU,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,149.023374,149.02
Ecuador,ECU,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,121.008657,121.01
Ecuador,ECU,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,23.065046,23.07
Ecuador,ECU,2022,Latin America & Caribbean,yes,CCM_USD,usd_millions,56.441463,56.44
Egypt,EGY,2017,Middle East & North Africa,yes,CCM_USD,usd_millions,277.886208,277.89
Egypt,EGY,2018,Middle East & North Africa,yes,CCM_USD,usd_millions,87.115674,87.12
Egypt,EGY,2019,Middle East & North Africa,yes,CCM_USD,usd_millions,130.331513,130.33
Egypt,EGY,2020,Middle East & North Africa,yes,CCM_USD,usd_millions,158.610941,158.61
Egypt,EGY,2021,Middle East & North Africa,yes,CCM_USD,usd_millions,259.344261,259.34
Egypt,EGY,2022,Middle East & North Africa,yes,CCM_USD,usd_millions,366.352488,366.35
Eritrea,ERI,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,5.693157,5.69
Eritrea,ERI,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Eritrea,ERI,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.034851,0.03
Eritrea,ERI,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.608786,0.61
Eritrea,ERI,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.005606,0.01
Eritrea,ERI,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.44827,0.45
Ethiopia,ETH,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,30.475054,30.48
Ethiopia,ETH,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,22.314582,22.31
Ethiopia,ETH,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,124.346549,124.35
Ethiopia,ETH,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,69.977664,69.98
Ethiopia,ETH,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,53.777757,53.78
Ethiopia,ETH,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,36.105463,36.11
Fiji,FJI,2017,East Asia & Pacific,"",CCM_USD,usd_millions,1.003602,1
Fiji,FJI,2018,East Asia & Pacific,"",CCM_USD,usd_millions,2.15058,2.15
Fiji,FJI,2019,East Asia & Pacific,"",CCM_USD,usd_millions,1.004661,1
Fiji,FJI,2020,East Asia & Pacific,"",CCM_USD,usd_millions,4.047289,4.05
Fiji,FJI,2021,East Asia & Pacific,"",CCM_USD,usd_millions,1.09346,1.09
Fiji,FJI,2022,East Asia & Pacific,"",CCM_USD,usd_millions,1.665133,1.67
Micronesia,FSM,2017,East Asia & Pacific,"",CCM_USD,usd_millions,0,0
Micronesia,FSM,2018,East Asia & Pacific,"",CCM_USD,usd_millions,0.344924,0.34
Micronesia,FSM,2019,East Asia & Pacific,"",CCM_USD,usd_millions,0.647636,0.65
Micronesia,FSM,2020,East Asia & Pacific,"",CCM_USD,usd_millions,1.54306,1.54
Micronesia,FSM,2021,East Asia & Pacific,"",CCM_USD,usd_millions,0,0
Micronesia,FSM,2022,East Asia & Pacific,"",CCM_USD,usd_millions,0.127096,0.13
Gabon,GAB,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.004137,0
Gabon,GAB,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.897788,0.9
Gabon,GAB,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Gabon,GAB,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.000482,0
Gabon,GAB,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,19.913752,19.91
Gabon,GAB,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.0713,0.07
Georgia,GEO,2017,Europe & Central Asia,"",CCM_USD,usd_millions,1.252855,1.25
Georgia,GEO,2018,Europe & Central Asia,"",CCM_USD,usd_millions,15.561763,15.56
Georgia,GEO,2019,Europe & Central Asia,"",CCM_USD,usd_millions,144.793083,144.79
Georgia,GEO,2020,Europe & Central Asia,"",CCM_USD,usd_millions,237.985925,237.99
Georgia,GEO,2021,Europe & Central Asia,"",CCM_USD,usd_millions,166.025535,166.03
Georgia,GEO,2022,Europe & Central Asia,"",CCM_USD,usd_millions,94.952407,94.95
Ghana,GHA,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,6.919827,6.92
Ghana,GHA,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,28.328259,28.33
Ghana,GHA,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,50.323333,50.32
Ghana,GHA,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,27.852326,27.85
Ghana,GHA,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,23.803037,23.8
Ghana,GHA,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,17.228944,17.23
Guinea,GIN,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.925796,0.93
Guinea,GIN,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,8.401773,8.4
Guinea,GIN,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,15.374381,15.37
Guinea,GIN,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.490872,0.49
Guinea,GIN,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,17.894628,17.89
Guinea,GIN,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,21.710682,21.71
Gambia,GMB,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.208701,0.21
Gambia,GMB,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.25552,0.26
Gambia,GMB,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.557415,0.56
Gambia,GMB,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,1.335425,1.34
Gambia,GMB,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,1.753868,1.75
Gambia,GMB,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,8.998905,9
Guinea-Bissau,GNB,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Guinea-Bissau,GNB,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Guinea-Bissau,GNB,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Guinea-Bissau,GNB,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Guinea-Bissau,GNB,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Guinea-Bissau,GNB,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.0035,0
Equatorial Guinea,GNQ,2017,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2018,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2019,Sub-Saharan Africa,"",CCM_USD,usd_millions,0,0
Equatorial Guinea,GNQ,2020,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.002416,0
Equatorial Guinea,GNQ,2021,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.314032,0.31
Equatorial Guinea,GNQ,2022,Sub-Saharan Africa,"",CCM_USD,usd_millions,0.324686,0.32
Grenada,GRD,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,0.39872,0.4
Grenada,GRD,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,0.37022,0.37
Grenada,GRD,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,0.217193,0.22
Grenada,GRD,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,0.028127,0.03
Grenada,GRD,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,0,0
Grenada,GRD,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,0,0
Guatemala,GTM,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,1.258176,1.26
Guatemala,GTM,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,30.781326,30.78
Guatemala,GTM,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,41.014622,41.01
Guatemala,GTM,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,9.791858,9.79
Guatemala,GTM,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,6.798883,6.8
Guatemala,GTM,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,9.317336,9.32
Guyana,GUY,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,5.590539,5.59
Guyana,GUY,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,3.189571,3.19
Guyana,GUY,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,64.836097,64.84
Guyana,GUY,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,10.908611,10.91
Guyana,GUY,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,5.499522,5.5
Guyana,GUY,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,4.676539,4.68
Honduras,HND,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,1.094916,1.09
Honduras,HND,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,18.941559,18.94
Honduras,HND,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,16.010189,16.01
Honduras,HND,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,3.506963,3.51
Honduras,HND,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,4.184701,4.18
Honduras,HND,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,11.546583,11.55
Haiti,HTI,2017,Latin America & Caribbean,yes,CCM_USD,usd_millions,3.043424,3.04
Haiti,HTI,2018,Latin America & Caribbean,yes,CCM_USD,usd_millions,22.783128,22.78
Haiti,HTI,2019,Latin America & Caribbean,yes,CCM_USD,usd_millions,33.221419,33.22
Haiti,HTI,2020,Latin America & Caribbean,yes,CCM_USD,usd_millions,18.618259,18.62
Haiti,HTI,2021,Latin America & Caribbean,yes,CCM_USD,usd_millions,19.923894,19.92
Haiti,HTI,2022,Latin America & Caribbean,yes,CCM_USD,usd_millions,6.10012,6.1
Indonesia,IDN,2017,East Asia & Pacific,"",CCM_USD,usd_millions,472.275815,472.28
Indonesia,IDN,2018,East Asia & Pacific,"",CCM_USD,usd_millions,394.847852,394.85
Indonesia,IDN,2019,East Asia & Pacific,"",CCM_USD,usd_millions,284.517367,284.52
Indonesia,IDN,2020,East Asia & Pacific,"",CCM_USD,usd_millions,256.997294,257
Indonesia,IDN,2021,East Asia & Pacific,"",CCM_USD,usd_millions,127.377997,127.38
Indonesia,IDN,2022,East Asia & Pacific,"",CCM_USD,usd_millions,392.104056,392.1
India,IND,2017,South Asia,"",CCM_USD,usd_millions,2063.010549,2063.01
India,IND,2018,South Asia,"",CCM_USD,usd_millions,1358.435746,1358.44
India,IND,2019,South Asia,"",CCM_USD,usd_millions,1485.606291,1485.61
India,IND,2020,South Asia,"",CCM_USD,usd_millions,955.530982,955.53
India,IND,2021,South Asia,"",CCM_USD,usd_millions,1116.597013,1116.6
India,IND,2022,South Asia,"",CCM_USD,usd_millions,2644.14007,2644.14
Iran,IRN,2017,Middle East & North Africa,"",CCM_USD,usd_millions,0.834347,0.83
Iran,IRN,2018,Middle East & North Africa,"",CCM_USD,usd_millions,2.293938,2.29
Iran,IRN,2019,Middle East & North Africa,"",CCM_USD,usd_millions,2.871344,2.87
Iran,IRN,2020,Middle East & North Africa,"",CCM_USD,usd_millions,2.733794,2.73
Iran,IRN,2021,Middle East & North Africa,"",CCM_USD,usd_millions,0.370621,0.37
Iran,IRN,2022,Middle East & North Africa,"",CCM_USD,usd_millions,0.690295,0.69
Iraq,IRQ,2017,Middle East & North Africa,yes,CCM_USD,usd_millions,73.157745,73.16
Iraq,IRQ,2018,Middle East & North Africa,yes,CCM_USD,usd_millions,23.149113,23.15
Iraq,IRQ,2019,Middle East & North Africa,yes,CCM_USD,usd_millions,31.704481,31.7
Iraq,IRQ,2020,Middle East & North Africa,yes,CCM_USD,usd_millions,14.037706,14.04
Iraq,IRQ,2021,Middle East & North Africa,yes,CCM_USD,usd_millions,93.662817,93.66
Iraq,IRQ,2022,Middle East & North Africa,yes,CCM_USD,usd_millions,8.868566,8.87
Jamaica,JAM,2017,Latin America & Caribbean,"",CCM_USD,usd_millions,4.244031,4.24
Jamaica,JAM,2018,Latin America & Caribbean,"",CCM_USD,usd_millions,5.465518,5.47
Jamaica,JAM,2019,Latin America & Caribbean,"",CCM_USD,usd_millions,0.741675,0.74
Jamaica,JAM,2020,Latin America & Caribbean,"",CCM_USD,usd_millions,0.846845,0.85
Jamaica,JAM,2021,Latin America & Caribbean,"",CCM_USD,usd_millions,0.417183,0.42
Jamaica,JAM,2022,Latin America & Caribbean,"",CCM_USD,usd_millions,0.891919,0.89
Jordan,JOR,2017,Middle East & North Africa,yes,CCM_USD,usd_millions,75.713587,75.71
Jordan,JOR,2018,Middle East & North Africa,yes,CCM_USD,usd_millions,53.163818,53.16
Jordan,JOR,2019,Middle East & North Africa,yes,CCM_USD,usd_millions,81.497026,81.5
Jordan,JOR,2020,Middle East & North Africa,yes,CCM_USD,usd_millions,20.009103,20.01
Jordan,JOR,2021,Middle East & North Africa,yes,CCM_USD,usd_millions,60.308145,60.31
Jordan,JOR,2022,Middle East & North Africa,yes,CCM_USD,usd_millions,21.87587,21.88
Kazakhstan,KAZ,2017,Europe & Central Asia,"",CCM_USD,usd_millions,1.67841,1.68
Kazakhstan,KAZ,2018,Europe & Central Asia,"",CCM_USD,usd_millions,1.460822,1.46
Kazakhstan,KAZ,2019,Europe & Central Asia,"",CCM_USD,usd_millions,2.372556,2.37
Kazakhstan,KAZ,2020,Europe & Central Asia,"",CCM_USD,usd_millions,3.336475,3.34
Kazakhstan,KAZ,2021,Europe & Central Asia,"",CCM_USD,usd_millions,2.726083,2.73
Kazakhstan,KAZ,2022,Europe & Central Asia,"",CCM_USD,usd_millions,1.15441,1.15
Kenya,KEN,2017,Sub-Saharan Africa,yes,CCM_USD,usd_millions,79.14343,79.14
Kenya,KEN,2018,Sub-Saharan Africa,yes,CCM_USD,usd_millions,106.302305,106.3
Kenya,KEN,2019,Sub-Saharan Africa,yes,CCM_USD,usd_millions,181.449648,181.45
Kenya,KEN,2020,Sub-Saharan Africa,yes,CCM_USD,usd_millions,106.828069,106.83
Kenya,KEN,2021,Sub-Saharan Africa,yes,CCM_USD,usd_millions,64.914996,64.91
Kenya,KEN,2022,Sub-Saharan Africa,yes,CCM_USD,usd_millions,48.112973,48.11
Kyrgyzstan,KGZ,2017,Europe & Central Asia,"",CCM_USD,usd_millions,9.638569,9.64
Kyrgyzstan,KGZ,2018,Europe & Central Asia,"",CCM_USD,usd_millions,6.409649,6.41
Kyrgyzstan,KGZ,2019,Europe & Central Asia,"",CCM_USD,usd_millions,2.579598,2.58
Kyrgyzstan,KGZ,2020,Europe & Central Asia,"",CCM_USD,usd_millions,0.188571,0.19
Kyrgyzstan,KGZ,2021,Europe & Central Asia,"",CCM_USD,usd_millions,0.467563,0.47
Kyrgyzstan,KGZ,2022,Europe & Central Asia,"",CCM_USD,usd_millions,4.853843,4.85
Cambodia,KHM,2017,East Asia & Pacific,"",CCM_USD,usd_millions,5.243575,5.24
Cambodia,KHM,2018,East Asia & Pacific,"",CCM_USD,usd_millions,15.040353,15.04
Cambodia,KHM,2019,East Asia & Pacific,"",CCM_USD,usd_millions,35.260726,35.26
Cambodia,KHM,2020,East Asia & Pacific,"",CCM_USD,usd_millions,79.884841,79.88
Cambodia,KHM,2021,East Asia & Pacific,"",CCM_USD,usd_millions,13.411034,13.41
Cambodia,KHM,2022,East Asia & Pacific,"",CCM_USD,usd_millions,18.044369,18.04
Kiribati,KIR,2017,East Asia & Pacific,"",CCM_USD,usd_millions,0.184352,0.18
Kiribati,KIR,2018,East Asia & Pacific,"",CCM_USD,usd_millions,0.413629,0.41
